;"Cycle number";Hour;Minute;Second;"CTD - Pressure (dbar)";"CTD - Temperature (°C)";"CTD - Salinity (PSU)";"DO - C1 Phase (°)";"DO - C2 Phase (°)";"DO - Temperature (°)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;100;24309;6;43;-0.3;10.310;35.182;39.562;7.622;9.284
;;;;;-0.4;10.866;35.200;39.256;7.682;10.63
;;;;;-0.4;10.469;35.200;39.248;7.618;10.057
;;;;;-0.4;10.888;34.963;39.272;7.676;10.59
;;;;;-0.3;10.613;34.963;39.462;7.676;10.77
;;;;;-0.3;10.787;35.118;39.274;7.676;10.706
;;;;;-0.2;10.685;35.118;39.468;7.618;10.494;;;;;;;;;
;100;24309;10;11;-0.2;10.747;35.219;39.480;7.618;10.166
;;;;;-0.2;10.676;35.275;39.470;7.618;10.159
;;;;;-0.4;10.764;35.131;39.482;7.616;9.633
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5;;;;;;;;;
;104;25244;1;10;-0.0;6.776;32.270;39.436;6.220;6.422
;;;;;-0.0;6.737;32.263;39.428;6.216;6.6
;;;;;-0.0;6.566;32.388;39.440;6.214;6.392
;;;;;-0.0;6.582;32.356;39.442;6.212;6.859
;;;;;0.1;6.767;32.154;39.456;6.210;6.302
;;;;;-0.0;6.760;32.152;39.388;6.210;6.794
;;;;;-0.0;6.785;32.123;39.442;6.212;6.462;;;;;;;;;
;104;25244;4;38;0.1;6.865;32.018;39.448;6.210;6.887
;;;;;0.1;6.702;32.211;39.410;6.208;6.574
;;;;;-0.0;6.749;32.154;39.430;6.208;6.703
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5
;;;;;1000.0;0.000;0.000;-40.000;-40.000;-5;;;;;;;;;
