;"Cycle number";"Cycle day (day)";"Cycle hour (minute)";"Type (0:Ev 1:Pump)";"Hour (minute)";"Pressure (dbar)";"Activation delay (cs)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;27;257;681;0;41;7;36
;;;;0;46;9;382
;;;;0;51;1;465
;;;;0;56;0;478
;;;;0;61;1;42
;;;;0;71;5;419
;;;;0;76;2;453
;;;;0;106;45;211
;;;;0;236;327;34
;;;;0;326;461;48
;;;;0;436;730;15
;;;;0;531;838;9
;;;;0;571;891;8;;
;27;257;681;0;13647;981;5
;;;;0;13692;1035;35
;;;;0;13822;1344;28
;;;;0;13947;1633;14
;;;;0;14052;1795;8
;;;;0;14117;1885;5
;;;;0;14192;1968;5
;;;;1;14303;2040;720
;;;;1;14305;2034;720
;;;;1;14335;1876;720
;;;;1;14371;1677;720
;;;;1;14423;1409;720
;;;;1;14463;1176;720;;
;27;257;681;1;14485;1057;720
;;;;1;14559;634;720
;;;;1;14585;486;720
;;;;1;14623;284;720
;;;;1;14657;89;720
;;;;1;14665;44;720
;;;;1;14667;36;720
;;;;1;14688;0;24000
;;;;0;0;0;0
;;;;0;0;0;0
;;;;0;0;0;0
;;;;0;0;0;0
;;;;0;0;0;0;;
